,tconst,primaryTitle,startYear,genres,directors,cast,averageRating,numVotes,main_dir,dirname
199379,tt1468387,What If...,2010,"Drama,Family,Fantasy",nm0420817,"['nm0001757', 'nm0001785', 'nm0001652', 'nm2913275', 'nm0591703']",6.3,3168,nm0420817,Dallas Jenkins
238872,tt2359358,Black Forest,2015,Horror,nm5241425,"['nm4714893', 'nm5241887', 'nm5240415', 'nm5052717', 'nm5232957']",4.6,32,nm5241425,David Briggs
230102,tt2134067,Get Serious,2012,"Comedy,Drama",nm3743170,"['nm3877594', 'nm1834627', 'nm4811151', 'nm4751614', 'nm4809325']",6.4,25,nm3743170,Jeffrey Craine
63119,tt0105643,Troll 2,1990,"Comedy,Fantasy,Horror",nm0289576,"['nm0827294', 'nm0362643', 'nm0696705', 'nm0568750', 'nm0650283']",3.0,35224,nm0289576,Claudio Fragasso
251569,tt2841572,A Borrowed Identity,2014,Drama,nm0726954,"['nm5601350', 'nm5643449', 'nm0008404', 'nm0615688', 'nm1846124']",7.2,1896,nm0726954,Eran Riklis
227348,tt2077677,Simo Times Three,2012,Comedy,nm1630429,"['nm4170812', 'nm2507746', 'nm1867020', 'nm4710554', 'nm1032916']",6.3,411,nm1630429,Teemu Nikki
248611,tt27513017,Jaari,2023,Drama,nm7773559,"['nm4741033', 'nm10032970', 'nm6875918', 'nm9837174', 'nm14754743']",8.5,392,nm7773559,Upendra Subba
61174,tt0102598,Only the Lonely,1991,"Comedy,Romance",nm0001060,"['nm0001006', 'nm0000058', 'nm0000639', 'nm0242656', 'nm0642675']",6.4,12574,nm0001060,Chris Columbus
198518,tt14577022,The Narrow Bridge,2022,Drama,nm0476956,"['nm5720481', 'nm1227626', 'nm6303700', 'nm6483901', 'nm1451760']",7.3,158,nm0476956,Boris Kvashnev
280769,tt4935282,"Rabin, the Last Day",2015,"Drama,History,Thriller",nm0321159,"['nm7512910', 'nm0382428', 'nm4387635', 'nm0913158', 'nm0919385']",6.1,462,nm0321159,Amos Gitai
216537,tt1773370,Death and Glory in Changde,2010,"Action,Drama,History",nm2971253,"['nm0514998', 'nm1538074', 'nm2869311', 'nm3500166', 'nm4429082']",5.9,297,nm2971253,Dong Shen
214821,tt1730768,The Zookeeper's Wife,2017,"Biography,Drama,History",nm0138927,"['nm1567113', 'nm0374949', 'nm0117709', 'nm7666861', 'nm3575889']",7.0,47449,nm0138927,Niki Caro
123286,tt0309804,Ljubljana,2002,Drama,nm0827459,"['nm1253924', 'nm1244472', 'nm1292060', 'nm0268941', 'nm1076584']",5.6,135,nm0827459,Igor Sterk
299736,tt6921204,Sicilia del Gattopardo,1960,Documentary,nm0339683,"['nm0207766', 'nm0307995']",7.0,5,nm0339683,Ugo Gregoretti
1428,tt0011179,Os Fidalgos da Casa Mourisca,1921,Drama,nm0657928,"['nm0103815', 'nm0148004', 'nm0182301', 'nm0272797', 'nm0272831']",8.0,7,nm0657928,George Pallu
304820,tt7625746,Olmedo: El rey de la risa,2018,"Biography,Documentary,Drama",nm1018642,"['nm10296211', 'nm9413776', 'nm1596305']",5.7,18,nm1018642,Mariano Olmedo
288354,tt5672854,Die Klasse - Berlin 61,2015,"Documentary,Drama,History",nm0902332,"['nm1559784', 'nm1417994', 'nm3436464', 'nm0458453', 'nm1198973']",6.0,45,nm0902332,Ben von Grafenstein
58411,tt0098305,She Knows Too Much,1989,"Comedy,Crime,Drama",nm0528420,"['nm0000880', 'nm0001810', 'nm0675134', 'nm0513731', 'nm0696303']",5.3,113,nm0528420,Paul Lynch
34217,tt0064044,Arthur? Arthur!,1969,Comedy,nm0303227,"['nm0001859', 'nm0000587', 'nm0856103', 'nm0342245', 'nm0031692']",5.6,66,nm0303227,Samuel Gallu
81153,tt0152372,Il Sergente Rompiglioni diventa... caporale,1975,Comedy,nm0491290,"['nm0289960', 'nm0171848', 'nm0176246', 'nm0683119', 'nm0052921']",4.4,54,nm0491290,Mariano Laurenti
40381,tt0072395,Wer stirbt schon gerne unter Palmen?,1974,"Crime,Drama",nm0901138,"['nm0403065', 'nm0582019', 'nm0648852', 'nm0345704', 'nm0750482']",6.3,32,nm0901138,Alfred Vohrer
298356,tt6749562,Between the Walls,2018,Thriller,nm8809512,"['nm5112473', 'nm8011278', 'nm5799309', 'nm8809509', 'nm6259856']",1.8,16,nm8809512,Erik Alarik
62547,tt0104786,Mad Dog Coll,1992,"Action,Crime,Drama","nm0163990,nm0825533","['nm0002222', 'nm0637598', 'nm0948757', 'nm0341828', 'nm0570487']",5.2,137,nm0163990,Greydon Clark
208314,tt15874766,Social,2022,Comedy,nm8498453,"['nm9701293', 'nm10039748', 'nm8449145', 'nm8398321', 'nm9936580']",6.6,46,nm8498453,Miles Triplett
165671,tt10341034,Black Box,2021,"Drama,Mystery,Thriller",nm1571412,"['nm2582755', 'nm3650704', 'nm0244707', 'nm3540169', 'nm0705005']",7.2,16233,nm1571412,Yann Gozlan
254996,tt2966560,The Hussites,2013,"Animation,Comedy,History",nm0468109,"['nm0435200', 'nm0529432', 'nm0695860', 'nm0003688', 'nm10992099']",4.8,44,nm0468109,Pavel Koutský
306097,tt7811886,El Eterno Silencio,2017,Drama,nm3181923,"['nm2968512', 'nm2118147', 'nm9521518', 'nm15522282', 'nm8514412']",4.3,16,nm3181923,Lionel Frid
54916,tt0093241,Idag röd,1987,"Crime,Thriller",nm0180260,"['nm0708090', 'nm0344784', 'nm0830665', 'nm0394077', 'nm0512515']",6.2,126,nm0180260,Jonas Cornell
94054,tt0194543,Primal Force,1999,"Action,Adventure,Horror",nm1879589,"['nm0000579', 'nm0452492', 'nm0952365', 'nm0677248', 'nm0753820']",4.5,900,nm1879589,Nelson McCormick
48836,tt0084316,Megaforce,1982,"Action,Sci-Fi",nm0624102,"['nm0000960', 'nm0065235', 'nm0001422', 'nm0611811', 'nm0299149']",3.7,4378,nm0624102,Hal Needham
99431,tt0213237,La sfida erotica,1986,"Adult,Comedy",nm0755032,"['nm0784106', 'nm0373354', 'nm0274777', 'nm0766654', 'nm0034165']",5.2,25,nm0755032,Arduino Sacco
135781,tt0372370,Lana's Rain,2002,Drama,nm1245435,"['nm1403099', 'nm0831175', 'nm0910982', 'nm1408840', 'nm1552005']",6.3,190,nm1245435,Michael S. Ojeda
21423,tt0046306,She's Back on Broadway,1953,"Comedy,Musical",nm0235066,"['nm0562920', 'nm0625383', 'nm0522481', 'nm0168215', 'nm0943867']",5.9,270,nm0235066,Gordon Douglas
5341,tt0022157,Monerías,1931,Comedy,nm0663613,"['nm0153713', 'nm0073169', 'nm0010185', 'nm0255016', 'nm0007643']",7.5,18,nm0663613,James Parrott
316774,tt9614900,Jamai Badal,2019,"Comedy,Drama",nm3359146,"['nm5591522', 'nm2597881', 'nm3360529', 'nm7522232', 'nm3360405']",4.4,127,nm3359146,Rabi Kinagi
15573,tt0037830,Jericho,1946,"Drama,War",nm0129830,"['nm0016054', 'nm0035553', 'nm0110494', 'nm0138892', 'nm0153405']",7.0,111,nm0129830,Henri Calef
211655,tt1657415,Pilgerfahrt nach Padua,2011,"Comedy,Drama",nm0752313,"['nm0773670', 'nm0460578', 'nm0600554', 'nm0473853', 'nm0459086']",5.4,37,nm0752313,Jan Ruzicka
96952,tt0202931,Hell,1979,"Drama,Horror",nm0436770,"['nm7014801', 'nm0457219', 'nm0370652', 'nm0848993', 'nm0298020']",6.4,182,nm0436770,Tatsumi Kumashiro
219147,tt18363426,The Beauty of Blackness,2022,Documentary,"nm2530900,nm2098213","['nm13448232', 'nm10365904', 'nm2938156']",6.0,91,nm2530900,Tiffany Johnson
172022,tt11108748,"Servus, Schwiegersohn!",2019,"Comedy,Drama,Family",nm1502159,"['nm0544801', 'nm3123593', 'nm2181232', 'nm0740169', 'nm0830275']",5.7,79,nm1502159,Mike Marzuk
17929,tt0041261,The Iron Swordsman,1949,Drama,nm0292720,"['nm0632426', 'nm0133521', 'nm0872164', 'nm0657541', 'nm0131039']",6.8,42,nm0292720,Riccardo Freda
141888,tt0410327,The Modern Things,2003,"Horror,Thriller",nm1626343,"['nm1626089', 'nm1623846', 'nm1631766', 'nm1631787', 'nm1492629']",6.4,28,nm1626343,Istvan Dugalin
44635,tt0078426,An Unknown Friend,1978,"Crime,Thriller",nm0857409,"['nm0140933', 'nm0654612', 'nm0512003', 'nm0688399', 'nm0922657']",5.4,110,nm0857409,Lars G. Thelestam
182701,tt12584154,"Django, en el nombre del hijo",2019,Action,nm0759469,"['nm0161974', 'nm3641013', 'nm0881736']",7.2,17,nm0759469,Aldo Salvini
181015,tt1233458,Lovers of 6 Years,2008,Romance,nm3016523,"['nm6327190', 'nm1759785', 'nm3011121', 'nm3015649', 'nm1062747']",5.8,325,nm3016523,Hyeon-jin Park
61338,tt0102821,Russian Holiday,1993,"Crime,Drama,Thriller",nm0163990,"['nm0086806', 'nm0000960', 'nm0550855', 'nm0022901', 'nm0057313']",3.6,273,nm0163990,Greydon Clark
251865,tt28494884,Upon Open Sky,2023,"Crime,Drama","nm7560394,nm2212773","['nm0102751', 'nm0136572', 'nm0147814', 'nm5413822', 'nm15085349']",6.5,95,nm7560394,Mariana Arriaga
15638,tt0037933,Das Mädchen Juanita,1945,"Comedy,Romance",nm0823906,"['nm0313447', 'nm0770790', 'nm0880210', 'nm0901881', 'nm0778179']",6.7,21,nm0823906,Wolfgang Staudte
209324,tt16088340,Beat the Devil,2021,Drama,nm0002376,['nm0000146'],7.2,135,nm0002376,David Hare
204850,tt15392890,Kampung Latah Kena Kuarantin,2021,Comedy,nm3879615,"['nm4766555', 'nm13372945', 'nm1010568', 'nm0043429', 'nm0044334']",6.6,14,nm3879615,Azizi Chunk
298263,tt6737494,Writing Home,2017,"Comedy,Romance","nm4825744,nm8898548,nm8898549","['nm4152539', 'nm3058054', 'nm2697506', 'nm9084936', 'nm9084937']",6.9,59,nm4825744,Nagham Abboud
207127,tt1572178,The Star and the Sea,2009,Biography,"nm0973420,nm0974011","['nm0398852', 'nm3754144', 'nm1179512', 'nm0628806', 'nm1451398']",7.0,25,nm0973420,Qiankuan Li
318074,tt9870726,Gholamreza Takhti,2019,"Biography,Drama,Sport",nm3152881,"['nm10529038', 'nm7939035', 'nm3443995', 'nm1568421', 'nm5331326']",6.8,2076,nm3152881,Bahram Tavakoli
172764,tt11198848,Paper Flowers,1977,\N,nm0013039,"['nm0013039', 'nm2487233', 'nm2311732', 'nm1287358', 'nm1516339']",5.7,10,nm0013039,Morteza Aghili
25675,tt0052220,Sone Ki Chidiya,1958,"Drama,Romance",nm0490178,"['nm0537027', 'nm0756379', 'nm0638295', 'nm0151283', 'nm0023935']",5.7,50,nm0490178,Shaheed Latif
152903,tt0487547,Argentina Beat,2006,"Documentary,Music",nm0300701,"['nm2326495', 'nm1896542', 'nm2649249', 'nm1254537', 'nm2080846']",7.5,22,nm0300701,Hernán Gaffet
198629,tt14589522,Killer Grades,2021,"Mystery,Thriller",nm2829296,"['nm0287266', 'nm4281905', 'nm2728917', 'nm3336072', 'nm12814961']",4.8,189,nm2829296,Jose Montesinos
234178,tt22289568,S.H.O. Sher Singh,2022,Comedy,nm13336081,"['nm3243068', 'nm15782154', 'nm5712019', 'nm3837828', 'nm0318622']",5.0,21,nm13336081,Shakti Rajput
222434,tt1935221,Schatzritter,2012,"Adventure,Family",nm1883724,"['nm4540701', 'nm4540741', 'nm4540710', 'nm4540810', 'nm0625001']",5.5,134,nm1883724,Laura Schroeder
102366,tt0228196,Death Collector,1988,"Action,Sci-Fi,Western",nm0308219,"['nm0152339', 'nm0172662', 'nm0085930', 'nm0682394', 'nm1174082']",4.1,192,nm0308219,Tom Garrett
211480,tt16526770,The Nana Project,2023,Comedy,nm0002101,"['nm0001689', 'nm2188098', 'nm3816797', 'nm0865302', 'nm2811823']",7.5,23,nm0002101,Robin Givens
144474,tt0427337,Haunters,2004,Documentary,"nm0424655,nm0567685","['nm1758644', 'nm1759023', 'nm1757520']",8.0,13,nm0424655,Brian Johnson
143627,tt0421662,Azagiya Theeye,2004,Drama,nm1701255,"['nm0007806', 'nm2011414', 'nm3642393', 'nm1398736', 'nm1137738']",7.2,245,nm1701255,Radha Mohan
267194,tt3619972,Pull,2019,"Horror,Mystery,Thriller",nm4408232,"['nm3798907', 'nm3741147', 'nm6428552', 'nm2598405', 'nm6428543']",2.9,181,nm4408232,James Ryan Gary
239182,tt23667118,Stage & Race,2022,Documentary,nm7962371,['nm0060274'],7.0,7,nm7962371,Paolo Sponzilli
122936,tt0308300,Garibin Çilesi Ölünce Biter,1979,"Drama,Music",nm1089605,"['nm1126084', 'nm0134438', 'nm0739867', 'nm1126242', 'nm0848614']",4.4,25,nm1089605,Ümit Efekan
111011,tt0260798,What Is a Good Teacher,2000,Drama,nm0628757,"['nm0628757', 'nm0156480', 'nm0938893', 'nm0938990', 'nm0477071']",6.0,31,nm0628757,Francis Ng
46760,tt0081411,Rendez-moi ma peau...,1980,"Comedy,Fantasy",nm0776116,"['nm0171494', 'nm0584988', 'nm0627262', 'nm0081175', 'nm0345715']",5.4,88,nm0776116,Patrick Schulmann
181620,tt12415570,Khurchi Samrat,2010,Comedy,nm0851806,"['nm1333017', 'nm1778107', 'nm2516110', 'nm2983464', 'nm1513899']",7.8,19,nm0851806,Dattaram Tawde
279616,tt4820296,Nocturna,2015,"Horror,Thriller",nm7425516,"['nm0236451', 'nm0005535', 'nm3700767', 'nm0000628', 'nm3046228']",3.6,457,nm7425516,Buz Alexander
248940,tt27599680,Nonte Fonte,2023,"Comedy,Drama","nm14196263,nm14787969","['nm14787972', 'nm3056725', 'nm2270922', 'nm5181659', 'nm3517951']",1.6,36,nm14196263,Anirban Chakraborty
316156,tt9466498,Real Talk,2021,Drama,nm0926211,"['nm4927095', 'nm0004729', 'nm4266787', 'nm5023615', 'nm0004975']",6.3,67,nm0926211,Preston A. Whitmore II
39409,tt0071173,Aufs Kreuz gelegt,1974,\N,nm0000583,"['nm0456290', 'nm0770635', 'nm0439466', 'nm0653589', 'nm0039510']",4.0,13,nm0000583,Wolfgang Petersen
240245,tt2388691,Wrath of Eagles,1970,"Adventure,Crime",nm0994308,"['nm0994308', 'nm5035016', 'nm1171534', 'nm2785436', 'nm1260651']",3.7,16,nm0994308,Iraj Ghaderi
287784,tt5626534,Five: Find Your Limit,2016,"Horror,Mystery",nm7207418,"['nm2040996', 'nm7207419', 'nm4774235', 'nm8123259', 'nm6474646']",2.8,38,nm7207418,Kevin Wloczyk
67672,tt0113475,The Chinese Feast,1995,"Comedy,Romance",nm0007139,"['nm0066223', 'nm0002000', 'nm0950703', 'nm0437630', 'nm0158414']",6.7,1522,nm0007139,Hark Tsui
12879,tt0033946,New Wine,1941,"Biography,Drama,Music",nm0778306,"['nm0193232', 'nm0557314', 'nm0317970', 'nm0001931', 'nm0036324']",6.5,42,nm0778306,Reinhold Schünzel
149791,tt0463429,Bharathchandran I.P.S,2005,"Action,Thriller",nm1001625,"['nm0329730', 'nm0018203', 'nm0756533', 'nm1066795', 'nm1597362']",5.7,324,nm1001625,Renji Panicker
154677,tt0758781,Seed,2006,Horror,nm0093051,"['nm0001595', 'nm0761835', 'nm0005241', 'nm0272706', 'nm0318744']",3.1,7301,nm0093051,Uwe Boll
88324,tt0178007,Ruby,1971,Comedy,nm0058808,"['nm0403341', 'nm0916426', 'nm0028705', 'nm0058820', 'nm0466713']",9.2,12,nm0058808,Dick Bartlett
269204,tt3779028,Inside Men,2015,"Action,Crime,Drama",nm4259286,"['nm0496932', 'nm0158648', 'nm1328575', 'nm0497710', 'nm6311824']",7.0,4250,nm4259286,Min-ho Woo
30586,tt0058728,Full Hearts and Empty Pockets,1964,Drama,nm0557840,"['nm0295991', 'nm0829155', 'nm0148974', 'nm0000919', 'nm0160046']",5.7,58,nm0557840,Camillo Mastrocinque
49193,tt0084813,Tragedy of a Ridiculous Man,1981,"Comedy,Crime,Drama",nm0000934,"['nm0865575', 'nm0000733', 'nm0603090', 'nm0146872', 'nm0137585']",6.6,1166,nm0000934,Bernardo Bertolucci
150137,tt0466558,Mediterranean Stories,2000,Documentary,nm0361779,['nm0804105'],6.4,10,nm0361779,Stelios Charalampopoulos
62026,tt0104041,Cynga,1992,Drama,nm0941829,"['nm0066133', 'nm0084402', 'nm0093202', 'nm0116556', 'nm0197963']",6.4,31,nm0941829,Leszek Wosiewicz
307664,tt8041022,Rattle-Can,2021,"Crime,Drama,Mystery",nm5403004,"['nm8935769', 'nm8039153', 'nm11210661', 'nm9248667', 'nm9248330']",6.1,70,nm5403004,Alexander Raye Pimentel
105277,tt0239547,Ladrones de niños,1958,"Crime,Drama,Thriller",nm0016136,"['nm0695033', 'nm0799108', 'nm0432466', 'nm0883835', 'nm0544443']",6.9,19,nm0016136,Benito Alazraki
35900,tt0066295,Reverend's Colt,1970,"Drama,Western","nm0459567,nm0320946","['nm0534972', 'nm0365835', 'nm0320942', 'nm0554726', 'nm0167962']",4.9,164,nm0459567,León Klimovsky
106681,tt0245252,Mahadevi,1957,\N,nm0618935,"['nm0707901', 'nm0767800', 'nm1066777', 'nm1190782', 'nm1194078']",8.0,24,nm0618935,Sundarrao Nadkarni
65706,tt0110069,Hrad z pisku,1994,Romance,nm0389914,"['nm0734558', 'nm0107012', 'nm0693663', 'nm0903329']",5.4,27,nm0389914,Zuzana Zemanová
235317,tt2256623,Azmat Sakan,1972,"Comedy,Romance",nm0706350,"['nm0043385', 'nm0024910', 'nm0906234', 'nm0252621', 'nm1024260']",4.8,32,nm0706350,Helmy Rafla
213307,tt1697950,Kompensatsiya,2010,Drama,nm0832669,"['nm0476544', 'nm1408115', 'nm1596785', 'nm3945785', 'nm3999952']",6.1,105,nm0832669,Vera Storozheva
135894,tt0373175,My Architect,2003,"Biography,Documentary",nm0434896,"['nm1538754', 'nm1616820']",7.4,3343,nm0434896,Nathaniel Kahn
266473,tt3561808,Rio Mumbai,2017,Adventure,"nm2711875,nm5539094","['nm5539094', 'nm1076663', 'nm1028648', 'nm7877311', 'nm1229757']",6.8,18,nm2711875,Gabriel Mellin
85775,tt0169234,Simplemente una rosa,1971,"Comedy,Musical",nm0896892,"['nm0269420', 'nm0909324', 'nm0062041', 'nm0989803', 'nm0705300']",6.6,15,nm0896892,Emilio Vieyra
263847,tt33563902,Palace Guardians,2024,Biography,nm16578160,"['nm16578164', 'nm16578155', 'nm16578161', 'nm16578158', 'nm16578156']",9.5,6,nm16578160,Aida Bouya
117062,tt0282525,The Gifted,1993,"Fantasy,Sci-Fi",nm0506941,"['nm0131386', 'nm0359009', 'nm0364918', 'nm0506884', 'nm0696430']",7.3,32,nm0506941,Audrey King Lewis
52775,tt0090050,Sopernitsy,1985,"Drama,Sport",nm0755631,"['nm0349975', 'nm0218459', 'nm0795470', 'nm0755625', 'nm0952058']",5.5,162,nm0755631,Viktor Sadovsky
5494,tt0022425,Sporting Blood,1931,"Drama,Romance,Sport",nm0102643,"['nm0000022', 'nm0868458', 'nm0263004', 'nm0168595', 'nm0696679']",6.0,385,nm0102643,Charles Brabin
116158,tt0279327,Los piratas,1986,"Action,Adventure,Drama",nm0720510,"['nm0739589', 'nm0720512', 'nm0308320', 'nm0720513', 'nm1464721']",3.9,11,nm0720510,Gabriel Retes
192643,tt13818742,School of Magical Animals 2,2022,"Adventure,Comedy,Family",nm0881372,"['nm11207933', 'nm11248081', 'nm10063476', 'nm11248075', 'nm4940565']",6.0,500,nm0881372,Sven Unterwaldt Jr.
24549,tt0050713,The Redeemer,1959,"Biography,Drama,Family","nm0106713,nm0657239","['nm0959499', 'nm0294393', 'nm0598603', 'nm0009567', 'nm0897376']",7.6,47,nm0106713,Joseph Breen
73188,tt0123215,Parting Shots,1998,"Comedy,Crime,Romance",nm0935382,"['nm0713730', 'nm0447555', 'nm0000092', 'nm0001364', 'nm0001671']",5.1,1089,nm0935382,Michael Winner
250324,tt27996301,Gulaam Chor,2023,"Comedy,Drama",nm10285716,"['nm7630834', 'nm4043119', 'nm1730282', 'nm1617057', 'nm5879266']",6.9,156,nm10285716,Viral Shah
104136,tt0234811,"Stop It, You're Killing Me",2000,"Comedy,Horror,Thriller",nm0945035,"['nm0865240', 'nm0231951', 'nm0085316', 'nm0065881', 'nm0244740']",3.6,52,nm0945035,Kenny Yakkel
187902,tt13250314,Addio al nubilato,2021,Comedy,nm0032108,"['nm8863836', 'nm14228617', 'nm0157098', 'nm9585119', 'nm2807641']",5.1,320,nm0032108,Francesco Apolloni
258807,tt3127352,LifeRaft,2016,"Horror,Sci-Fi,Thriller",nm2057941,"['nm1938310', 'nm0064966', 'nm3389923', 'nm5235181', 'nm0828212']",3.6,52,nm2057941,Todd Colby Pliss
164202,tt1016204,Memorizing Dates,2007,Drama,nm2630966,"['nm1429875', 'nm2622910', 'nm1016413', 'nm1955736']",7.4,6,nm2630966,Chad Schneider
128605,tt0335821,Abends Kammermusik,1965,Crime,nm0187345,"['nm0727210', 'nm0530713', 'nm0778342', 'nm0281534', 'nm0427230']",8.6,18,nm0187345,Ludwig Cremer
235243,tt2254070,Doitsu Berulin Opera 'Torisutan to Izorude',1993,Music,nm5152873,"['nm1745173', 'nm0428186', 'nm0464239', 'nm0516115', 'nm0777578']",7.7,7,nm5152873,Shuji Fujii
257390,tt30784256,The Second Act,2024,Comedy,nm1189197,"['nm2244205', 'nm0512071', 'nm0308039', 'nm7629969', 'nm1507881']",6.5,1551,nm1189197,Quentin Dupieux
111385,tt0261915,Prival strannikov,1991,Crime,nm0087470,"['nm0049328', 'nm0069497', 'nm0091865', 'nm0096262', 'nm0096850']",6.3,29,nm0087470,Aleksandr Blank
10714,tt0030829,Tanz auf dem Vulkan,1938,"Drama,History",nm0826094,"['nm0345073', 'nm0773525', 'nm0731502', 'nm0003586', 'nm0880187']",6.6,114,nm0826094,Hans Steinhoff
293843,tt6211538,The Patrol 2,2017,"Comedy,Drama",nm2778341,"['nm0267946', 'nm0453956', 'nm5265056', 'nm5537885', 'nm12111760']",4.6,2991,nm2778341,Saeed Soheili
138444,tt0386494,Grad,1963,Drama,"nm0044718,nm0667870,nm0707604","['nm0431249', 'nm0467437', 'nm0958856', 'nm0799510', 'nm0587470']",6.8,139,nm0044718,Marko Babac
156222,tt0800312,Betelnut Bisnis,2004,Documentary,nm0654105,"['nm14815039', 'nm14815038', 'nm0654105', 'nm14815040']",6.8,15,nm0654105,Chris Owen
316645,tt9584972,Before We Grow Old,2019,Drama,nm1661790,"['nm2790980', 'nm10431507', 'nm4823334', 'nm1082665', 'nm7532664']",5.6,125,nm1661790,Thomas Moritz Helm
201855,tt1503777,Illégal,2010,Drama,nm0557267,"['nm0168783', 'nm3599477', 'nm4122975', 'nm4122798', 'nm4122680']",6.8,946,nm0557267,Olivier Masset-Depasse
174360,tt1139382,Our Wonderful Home,2008,Drama,nm2830839,"['nm0394631', 'nm2833806', 'nm2326603', 'nm2811543', 'nm3027053']",6.7,18,nm2830839,Ivan Kavanagh
19460,tt0043523,The Fat Man,1951,"Crime,Drama,Film-Noir",nm0145336,"['nm0806670', 'nm0518728', 'nm0001369', 'nm0839069', 'nm0005217']",6.2,579,nm0145336,William Castle
237540,tt2319879,"It's Not You, It's Me",2013,Comedy,nm1114284,"['nm0564680', 'nm0141710', 'nm0000407', 'nm0042805', 'nm0514719']",5.0,297,nm1114284,Nathan Ives
138492,tt0386784,Shtickmen,2003,Comedy,"nm0371618,nm1192510","['nm1484951', 'nm0929015', 'nm1739881', 'nm0319096', 'nm0371618']",6.9,51,nm0371618,Jeff Hays
85111,tt0166710,"Mikkamakka, gyere haza!",1982,Family,nm0883015,"['nm1197517', 'nm0357194', 'nm0241767', 'nm0350642', 'nm0844141']",7.3,25,nm0883015,Tibor Vadkerty
174755,tt11447764,Panquiaco,2020,"Documentary,Drama",nm11204422,"['nm11204423', 'nm11204424']",6.2,44,nm11204422,Ana Elena Tejera
163267,tt10033852,Rangeela Raybaa,2017,Romance,nm2366663,"['nm10552933', 'nm10552937', 'nm3874318', 'nm10552934', 'nm10552936']",8.3,19,nm2366663,Kedar Shinde
12029,tt0032740,The Mad Empress,1939,"Biography,Drama,Romance",nm0176472,"['nm0636969', 'nm0619261', 'nm0730165', 'nm0041172', 'nm0692826']",6.8,51,nm0176472,Miguel Contreras Torres
209908,tt1620884,Love Has No Language,2008,Romance,nm3845473,"['nm0013159', 'nm3012095', 'nm3854004', 'nm5158744', 'nm1380415']",6.3,12,nm3845473,Ken Khan
112702,tt0266339,Dead 4: Blood + Guts,2001,"Action,Horror,Mystery",nm1010833,"['nm1198641', 'nm1199032', 'nm1011094', 'nm1199729', 'nm1012444']",2.6,26,nm1010833,Macdonald Carpenter
224991,tt2007976,Live 2 Tell: The Lucas Torres Story,2011,"Biography,Crime,Documentary",nm4636486,['nm2354653'],8.7,8,nm4636486,Thomas Freeman Jr.
34550,tt0064476,Imposztorok,1969,"Drama,History",nm0617265,"['nm0866374', 'nm0404173', 'nm0407169', 'nm0052767', 'nm0231645']",7.2,29,nm0617265,Félix Máriássy
274441,tt4272748,Blood Path,2015,Documentary,nm6971257,"['nm7604949', 'nm7604950', 'nm13098989', 'nm7604952', 'nm7604953']",5.0,19,nm6971257,Kisberk Szabolcs
96386,tt0201350,Tange Sazen: yoto nuretsubame,1960,\N,nm0559431,"['nm0031884', 'nm0299347', 'nm0645385', 'nm0757335', 'nm0645536']",6.1,17,nm0559431,Sadatsugu Matsuda
184317,tt1280560,Who Killed Bishop Brown,2008,"Comedy,Musical,Mystery",nm3109697,"['nm2976497', 'nm3109492', 'nm1994457', 'nm0501237', 'nm2641370']",7.0,9,nm3109697,Elijah Kelley
